company,role,principle_name,principle_description,question,question_type,difficulty,quote,source
Huntington Bancshares,Entry Level,Relationship Building,"Huntington's ""Welcome"" philosophy centers around deep relationship-building capabilities to best meet each customer's specific needs","Tell me about a time when you had to build a strong relationship with a difficult customer or colleague to achieve a successful outcome.",Customer Service,Medium,"""I'm confident in the quality of people we do business with""","Stephen D. Steinour, CEO, CNBC Interview, 2023"
Huntington Bancshares,Mid Level,People-First Culture,"Work culture is very important to Huntington Bank as they look out for people every day","Tell me about a time when you had to choose between achieving a business goal and supporting a team member's development or well-being.",Values,Hard,"""Huntington focuses on issues important to their business and stakeholders, using sustainable, responsible business practices as a strategic driver for growth""","Company Values Statement, 2024"
Hormel Foods,Leadership,Inclusive Communication,"Speak Up: Listen, voice your opinion and encourage communication. Use your voice to be an ally and advocate","Tell me about a time when you had to speak up about a difficult issue or advocate for someone who wasn't being heard.",Leadership,Hard,"""Speak Up: Listen, voice your opinion and encourage communication. Use your voice to be an ally and advocate. Speak Up when you see mistreatment, injustice, intolerance or bias""","Jim Snee, CEO, Company Communication, 2024"
Hormel Foods,Mid Level,Personal Growth and Inclusion,"Challenge Yourself: Embrace the change we want to see. We all need to evaluate our interactions and biases","Tell me about a time when you had to examine your own biases or perspectives and make a significant change in your approach.",Culture Fit,Hard,"""Challenge Yourself: Embrace the change we want to see. We all need to evaluate our interactions and biases, and seek to understand different perspectives""","Jim Snee, CEO, DEI Message, 2024"
Hormel Foods,Entry Level,Team Development,"Grow Talent: Take responsibility for personal and team development","Tell me about a time when you took initiative to help a colleague develop their skills or grow professionally.",Teamwork,Medium,"""Grow Talent: Take responsibility for personal and team development. We all need to take action and make inclusion a priority""","Jim Snee, CEO, Leadership Message, 2024"
Hormel Foods,Senior,Bridge Building,"Build Bridges: Overcome barriers. Recognize, understand and appreciate our differences","Tell me about a time when you had to bring together diverse perspectives or bridge differences between teams or departments.",Leadership,Hard,"""Build Bridges: Overcome barriers. Recognize, understand and appreciate our differences but give special attention to those voices that may not always be heard""","Jim Snee, CEO, Values Statement, 2024"
Hormel Foods,Leadership,Inspired Purpose,"At Hormel Foods, we live by our purpose statement — ""Inspired People. Inspired Food.™""","Tell me about a time when you found personal meaning and inspiration in your work that drove exceptional results.",Values,Medium,"""I'm honored to accept this award on behalf of our team of 20,000 who are inspired by the food we make and the difference we are making in the world""","Jim Snee, CEO, 2022 Responsible CEO Award, 2022"
Eversource Energy,Leadership,Customer Confidence,Top priority to restore customers' confidence and be a visible public figure,"Tell me about a time when you had to rebuild trust with stakeholders after a significant setback or failure.",Leadership,Hard,"""In Connecticut I want to win over the hearts and minds of our customers""","Joseph Nolan, CEO, Hartford Business Journal, 2021"
Eversource Energy,Mid Level,Visible Leadership,"Leadership's presence is readily visible with regular communication about priorities and upcoming projects","Tell me about a time when you had to communicate transparently during a challenging situation to maintain team confidence.",Culture Fit,Medium,"""We feel good about meeting that goal""","Joseph Nolan, CEO, Environmental Goals Interview, 2024"
Eversource Energy,Senior,Environmental Responsibility,Strong commitment to 2030 carbon neutrality goal with major steps to reduce carbon footprint,"Tell me about a time when you had to balance long-term environmental or sustainability goals with short-term business pressures.",Problem Solving,Hard,"""We feel good about meeting that goal with major steps being taken to reduce carbon footprint through fleet and facilities""","Joseph Nolan, CEO, Environmental Interview, 2024"
